Month,Year,Biomass_FG_0,Biomass_FG_1,Biomass_FG_2,Biomass_FG_3,Biomass_FG_4,Biomass_FG_5,Biomass_FG_6,Biomass_FG_7,Biomass_FG_8
41, 4,1.78943e+09,0,1.94561e+08,5.63046e+06,1.43132e+06,4.61879e+06,3.89962e+08,2.30373e+08,2.18971e+08
42, 4,1.87824e+09,0,1.99843e+08,7.8182e+06,2.01249e+06,5.47332e+06,4.85947e+08,2.63719e+08,2.6708e+08
43, 4,1.98415e+09,0,2.05561e+08,8.75829e+06,2.68682e+06,6.18332e+06,5.58267e+08,2.885e+08,2.99683e+08
44, 4,2.09994e+09,0,2.11657e+08,9.2531e+06,2.98564e+06,7.00556e+06,6.2464e+08,3.26206e+08,3.41435e+08
45, 4,2.19097e+09,0,2.21601e+08,1.00279e+07,1.64791e+06,7.85382e+06,7.0264e+08,3.84945e+08,3.91243e+08
46, 4,2.29355e+09,0,2.32339e+08,9.18325e+06,1.53812e+06,7.20769e+06,6.3487e+08,3.53695e+08,3.55721e+08
47, 4,2.31246e+09,0,2.41404e+08,8.40135e+06,1.44032e+06,6.606e+06,5.76904e+08,3.2458e+08,3.23399e+08
48, 4,2.22685e+09,0,2.44963e+08,7.67021e+06,1.34966e+06,6.058e+06,5.2309e+08,2.9871e+08,2.93714e+08
49, 5,2.03708e+09,0,2.39943e+08,6.96922e+06,1.25824e+06,5.55357e+06,4.75533e+08,2.75522e+08,2.67491e+08
50, 5,1.76843e+09,0,2.23096e+08,6.27703e+06,1.17321e+06,5.07321e+06,4.3175e+08,2.54675e+08,2.43766e+08
51, 5,1.62245e+09,0,2.05447e+08,5.573e+06,1.09785e+06,4.61465e+06,3.93852e+08,2.36416e+08,2.23392e+08
52, 5,1.60456e+09,0,1.9337e+08,4.83849e+06,1.02584e+06,4.14481e+06,3.62202e+08,2.20918e+08,2.06049e+08
53, 5,1.65298e+09,0,1.88504e+08,5.47352e+06,985266,4.48025e+06,3.86641e+08,2.29072e+08,2.19557e+08
54, 5,1.72354e+09,0,1.89487e+08,7.6308e+06,1.08242e+06,5.80629e+06,4.81103e+08,2.63278e+08,2.68579e+08
55, 5,1.82557e+09,0,1.93511e+08,8.70803e+06,1.28873e+06,6.79648e+06,5.40729e+08,2.96437e+08,3.04858e+08
56, 5,1.93211e+09,0,2.01169e+08,9.71665e+06,1.56325e+06,7.93681e+06,6.1031e+08,3.38848e+08,3.50702e+08
57, 5,2.03436e+09,0,2.0872e+08,1.12866e+07,1.99227e+06,9.79256e+06,6.87801e+08,3.9915e+08,4.04624e+08
58, 5,2.13445e+09,0,2.18648e+08,1.02933e+07,1.87724e+06,9.06986e+06,6.21503e+08,3.70583e+08,3.69443e+08
59, 5,2.1884e+09,0,2.24186e+08,9.38189e+06,1.75491e+06,8.41808e+06,5.65666e+08,3.43987e+08,3.38069e+08
60, 5,2.14534e+09,0,2.25707e+08,8.53527e+06,1.64164e+06,7.82763e+06,5.14803e+08,3.19477e+08,3.08501e+08
61, 6,2.00791e+09,0,2.2222e+08,7.73956e+06,1.53627e+06,7.27548e+06,4.69665e+08,2.96942e+08,2.82146e+08
62, 6,1.82145e+09,0,2.14029e+08,6.97718e+06,1.43647e+06,6.75131e+06,4.29421e+08,2.76349e+08,2.58693e+08
63, 6,1.71594e+09,0,2.03102e+08,6.21955e+06,1.34279e+06,6.23809e+06,3.93403e+08,2.57007e+08,2.37116e+08
64, 6,1.70765e+09,0,1.97882e+08,5.4205e+06,1.24139e+06,5.73858e+06,3.63591e+08,2.40632e+08,2.18888e+08
65, 6,1.75352e+09,0,1.97061e+08,5.76162e+06,1.47646e+06,6.27942e+06,3.85289e+08,2.4876e+08,2.31399e+08
66, 6,1.84332e+09,0,1.99362e+08,7.49451e+06,1.75314e+06,7.88701e+06,4.80078e+08,2.89992e+08,2.81702e+08
67, 6,1.95808e+09,0,2.0748e+08,8.08596e+06,2.11172e+06,8.8617e+06,5.47561e+08,3.22951e+08,3.15929e+08
68, 6,2.06328e+09,0,2.13671e+08,9.21323e+06,2.72638e+06,9.28111e+06,6.2203e+08,3.61847e+08,3.57452e+08
69, 6,2.13619e+09,0,2.23839e+08,1.00332e+07,3.39029e+06,1.07081e+07,7.15109e+08,4.22889e+08,4.09981e+08
70, 6,2.23216e+09,0,2.36387e+08,9.14464e+06,3.12674e+06,9.71731e+06,6.43891e+08,3.87521e+08,3.7029e+08
71, 6,2.26882e+09,0,2.43035e+08,8.30285e+06,2.88103e+06,8.83723e+06,5.81691e+08,3.56346e+08,3.3474e+08
72, 6,2.15867e+09,0,2.4411e+08,7.51922e+06,2.64569e+06,8.05925e+06,5.27061e+08,3.28275e+08,3.0356e+08
73, 7,1.94593e+09,0,2.3276e+08,6.77114e+06,2.43348e+06,7.3492e+06,4.78776e+08,3.02516e+08,2.75784e+08
74, 7,1.69733e+09,0,2.2046e+08,6.08191e+06,2.253e+06,6.69688e+06,4.3557e+08,2.79341e+08,2.51233e+08
75, 7,1.53191e+09,0,2.06004e+08,5.39978e+06,2.07631e+06,6.07181e+06,3.98234e+08,2.59125e+08,2.29993e+08
76, 7,1.52337e+09,0,1.9857e+08,4.71638e+06,1.92588e+06,5.40813e+06,3.67248e+08,2.42271e+08,2.11832e+08
77, 7,1.5694e+09,0,1.91408e+08,5.27767e+06,2.27174e+06,5.19332e+06,3.90028e+08,2.47607e+08,2.23736e+08
78, 7,1.66037e+09,0,1.92839e+08,7.45732e+06,2.99687e+06,6.23705e+06,4.8696e+08,2.78597e+08,2.72022e+08
79, 7,1.77134e+09,0,1.9702e+08,8.36632e+06,3.61808e+06,7.06891e+06,5.46794e+08,3.01687e+08,3.06468e+08
80, 7,1.89204e+09,0,2.06804e+08,8.79271e+06,3.9464e+06,8.25176e+06,6.19449e+08,3.37331e+08,3.50421e+08
81, 7,1.99228e+09,0,2.16888e+08,9.82407e+06,4.10522e+06,9.62612e+06,7.08924e+08,3.94512e+08,4.0403e+08
82, 7,2.10047e+09,0,2.30035e+08,8.85064e+06,3.72766e+06,8.83718e+06,6.45716e+08,3.63244e+08,3.66022e+08
83, 7,2.1655e+09,0,2.40802e+08,7.97634e+06,3.39167e+06,8.07839e+06,5.90719e+08,3.34505e+08,3.32129e+08
84, 7,2.13084e+09,0,2.42193e+08,7.16258e+06,3.08646e+06,7.34928e+06,5.37708e+08,3.07503e+08,3.01681e+08
85, 8,2.00738e+09,0,2.38566e+08,6.40399e+06,2.80973e+06,6.69441e+06,4.89832e+08,2.83114e+08,2.74443e+08
86, 8,1.78417e+09,0,2.26059e+08,5.69085e+06,2.55488e+06,6.12475e+06,4.47187e+08,2.60475e+08,2.50375e+08
87, 8,1.63092e+09,0,2.12024e+08,5.00091e+06,2.3246e+06,5.58573e+06,4.09599e+08,2.405e+08,2.29293e+08
88, 8,1.61232e+09,0,2.06136e+08,4.34284e+06,2.11257e+06,5.05954e+06,3.79023e+08,2.24012e+08,2.12139e+08
89, 8,1.65994e+09,0,2.02809e+08,5.11034e+06,1.76814e+06,5.37075e+06,4.05904e+08,2.32305e+08,2.27905e+08
90, 8,1.75766e+09,0,2.06667e+08,7.06776e+06,1.61013e+06,6.87919e+06,5.10507e+08,2.73496e+08,2.81824e+08
91, 8,1.85496e+09,0,2.12112e+08,8.53967e+06,1.63658e+06,7.7096e+06,5.74985e+08,3.0362e+08,3.18345e+08
92, 8,1.96303e+09,0,2.18118e+08,1.0204e+07,1.84086e+06,8.58385e+06,6.51296e+08,3.44142e+08,3.63755e+08
93, 8,2.04681e+09,0,2.27416e+08,1.12879e+07,1.99018e+06,8.98517e+06,7.42959e+08,4.09551e+08,4.24399e+08
94, 8,2.1649e+09,0,2.38504e+08,1.01055e+07,1.83082e+06,8.30435e+06,6.75583e+08,3.76394e+08,3.87739e+08
95, 8,2.22375e+09,0,2.49723e+08,9.06619e+06,1.68896e+06,7.67974e+06,6.11442e+08,3.47396e+08,3.54801e+08
96, 8,2.14959e+09,0,2.55616e+08,8.10559e+06,1.55864e+06,7.09771e+06,5.509e+08,3.20856e+08,3.24769e+08
97, 9,2.00382e+09,0,2.53755e+08,7.20577e+06,1.43978e+06,6.54986e+06,4.97897e+08,2.9614e+08,2.97305e+08
98, 9,1.80193e+09,0,2.39186e+08,6.35424e+06,1.32927e+06,6.02737e+06,4.50359e+08,2.76465e+08,2.72766e+08
99, 9,1.678e+09,0,2.23236e+08,5.51787e+06,1.22454e+06,5.50328e+06,4.11352e+08,2.54789e+08,2.49582e+08
100, 9,1.67509e+09,0,2.12879e+08,4.66317e+06,1.11482e+06,4.96532e+06,3.78861e+08,2.36647e+08,2.30954e+08
101, 9,1.72388e+09,0,2.10384e+08,5.28127e+06,1.06453e+06,5.10018e+06,4.02928e+08,2.47375e+08,2.44792e+08
102, 9,1.81854e+09,0,2.11502e+08,7.1274e+06,1.11069e+06,6.37165e+06,4.99615e+08,2.81183e+08,2.98836e+08
103, 9,1.93315e+09,0,2.15723e+08,8.42578e+06,1.3571e+06,7.18578e+06,5.65306e+08,3.07566e+08,3.36547e+08
104, 9,2.05633e+09,0,2.23127e+08,9.80804e+06,1.76792e+06,8.07458e+06,6.36536e+08,3.43905e+08,3.82632e+08
105, 9,2.1561e+09,0,2.31967e+08,1.10712e+07,2.37217e+06,9.42553e+06,7.18924e+08,4.05138e+08,4.40977e+08
106, 9,2.26243e+09,0,2.43411e+08,1.00523e+07,2.23119e+06,8.63382e+06,6.53734e+08,3.72511e+08,4.019e+08
107, 9,2.30837e+09,0,2.5254e+08,9.14231e+06,2.09855e+06,7.92314e+06,5.95235e+08,3.42511e+08,3.67422e+08
108, 9,2.24866e+09,0,2.54382e+08,8.28536e+06,1.97383e+06,7.27731e+06,5.432e+08,3.146e+08,3.32571e+08
109, 10,2.09497e+09,0,2.46144e+08,7.47792e+06,1.85543e+06,6.67234e+06,4.9739e+08,2.89213e+08,3.01566e+08
110, 10,1.88658e+09,0,2.28911e+08,6.71391e+06,1.74912e+06,6.09809e+06,4.52832e+08,2.65666e+08,2.76336e+08
111, 10,1.74149e+09,0,2.21691e+08,5.95766e+06,1.6465e+06,5.55925e+06,4.13356e+08,2.44776e+08,2.54026e+08
112, 10,1.72121e+09,0,2.14857e+08,5.1251e+06,1.53757e+06,5.02675e+06,3.81382e+08,2.26074e+08,2.35304e+08
113, 10,1.75284e+09,0,2.151e+08,5.45502e+06,1.7049e+06,5.49024e+06,4.03515e+08,2.33971e+08,2.47196e+08
114, 10,1.83448e+09,0,2.11944e+08,7.02328e+06,1.99351e+06,6.70961e+06,4.91947e+08,2.7192e+08,2.99474e+08
115, 10,1.93879e+09,0,2.16271e+08,7.01401e+06,2.2338e+06,7.68919e+06,5.48632e+08,3.015e+08,3.33074e+08
116, 10,2.06299e+09,0,2.23829e+08,8.1359e+06,2.79304e+06,9.01222e+06,6.16784e+08,3.37623e+08,3.76071e+08
117, 10,2.15364e+09,0,2.35994e+08,9.98543e+06,3.51508e+06,9.94117e+06,6.93814e+08,3.97086e+08,4.23288e+08
118, 10,2.24027e+09,0,2.52167e+08,9.20887e+06,3.17464e+06,9.05161e+06,6.26322e+08,3.64009e+08,3.83884e+08
119, 10,2.27957e+09,0,2.63915e+08,8.48454e+06,2.86787e+06,8.18325e+06,5.65469e+08,3.33841e+08,3.48029e+08
